MonthYear,Station.Number,Binned.Depth,Distance.from.36,Depth,Discrete.Chlorophyll,Chlorophyll.a.a.PHA,Fluorescence,Calculated.Chlorophyll,Discrete.Oxygen,Oxygen.Electrode.Output,Oxygen.Saturation.percent,Calculated.Oxygen,Discrete.SPM,Optical.Backscatter,Calculated.SPM,Measured.Extinction.Coefficient,Calculated.Extinction.Coefficient,Salinity,Temperature,Sigma.t,Nitrite,Nitrate...Nitrite,Ammonium,Phosphate,Silicate
1990-01,17.0,1,58.89,30.5,1.0,0.5,0.3,0.6,3.55775,6.515499999999999,9.473249999999998,12.431,15.38875,18.3465,21.30425,24.262,27.21975,30.1775,11.234,22.982,22.982,22.982,22.982,22.982,22.982
1990-01,21.0,0,46.63,9.0,1.95,0.585,0.3958823529411765,1.7058823529411764,1.6301470588235294,1.5544117647058824,1.4786764705882354,1.4029411764705881,1.3272058823529411,1.2514705882352941,1.175735294117647,1.1,15.397941176470587,29.695882352941176,11.248235294117647,22.605882352941176,22.605882352941176,22.605882352941176,22.605882352941176,22.605882352941176,22.605882352941176
1990-01,22.0,0,43.92,9.0,6.11921568627451,3.2384313725490195,0.35764705882352943,1.5470588235294118,1.4536764705882352,1.3602941176470589,1.2669117647058825,1.173529411764706,1.0801470588235293,0.986764705882353,0.8933823529411765,0.8,15.299999999999999,29.799999999999997,11.088235294117647,22.714117647058824,22.714117647058824,22.714117647058824,22.714117647058824,22.714117647058824,22.714117647058824
1990-01,23.0,0,39.660000000000004,7.5,5.138571428571428,2.7771428571428567,0.41571428571428576,1.8071428571428572,1.73125,1.655357142857143,1.5794642857142858,1.5035714285714286,1.4276785714285714,1.3517857142857141,1.2758928571428572,1.2,15.4775,29.755,10.944285714285714,22.704285714285714,22.704285714285714,22.704285714285714,22.704285714285714,22.704285714285714,22.704285714285714
1990-01,24.0,0,37.09,5.0,1.8,0.6799999999999999,0.42333333333333334,1.8333333333333333,1.7666666666666666,1.7,1.6333333333333333,1.5666666666666667,1.5,1.4333333333333333,1.3666666666666667,1.3,15.566666666666666,29.833333333333332,10.979999999999999,22.76,22.76,22.76,22.76,22.76,22.76
1990-01,25.0,0,32.84,4.5,3.1425,1.7850000000000001,0.4275,1.85,1.78125,1.7125000000000001,1.64375,1.5750000000000002,1.50625,1.4375,1.36875,1.3,15.559375000000001,29.81875,10.8575,22.7675,22.7675,22.7675,22.7675,22.7675,22.7675
1990-01,26.0,0,28.76,5.5,3.822,2.144,0.466,2.02,1.9675,1.915,1.8625,1.81,1.7575,1.705,1.6525,1.6,15.664,29.728,10.751000000000001,22.716,22.716,22.716,22.716,22.716,22.716
1990-01,27.0,0,26.19,6.5,1.7999999999999998,0.49,0.4791666666666667,2.1,2.025,1.9500000000000002,1.875,1.8,1.725,1.65,1.575,1.5,15.59625,29.6925,10.799166666666666,22.67916666666667,22.67916666666667,22.67916666666667,22.67916666666667,22.67916666666667,22.67916666666667
1990-01,28.0,0,23.57,8.0,5.489777777777778,2.9795555555555557,0.4693333333333333,2.033333333333333,1.9791666666666665,1.9249999999999998,1.8708333333333333,1.8166666666666667,1.7625,1.7083333333333335,1.6541666666666668,1.6,15.632666666666665,29.665333333333333,10.758000000000001,22.66466666666667,22.66466666666667,22.66466666666667,22.66466666666667,22.66466666666667,22.66466666666667
1990-01,29.0,0,20.25,7.5,5.164761904761905,2.8295238095238098,0.4942857142857143,2.15,2.06875,1.9874999999999998,1.90625,1.825,1.74375,1.6625,1.58125,1.5,15.556071428571428,29.612142857142857,10.828571428571427,22.61285714285714,22.61285714285714,22.61285714285714,22.61285714285714,22.61285714285714,22.61285714285714
1990-01,30.0,0,14.75,7.5,2.45,0.615,0.46642857142857147,2.0285714285714285,1.9625,1.8964285714285714,1.8303571428571428,1.7642857142857142,1.6982142857142857,1.6321428571428571,1.5660714285714286,1.5,15.456071428571429,29.412142857142857,10.742142857142856,22.47142857142857,22.47142857142857,22.47142857142857,22.47142857142857,22.47142857142857,22.47142857142857
1990-01,31.0,0,10.61,7.5,5.16952380952381,2.8390476190476193,0.5085714285714286,2.2214285714285715,2.1437500000000003,2.0660714285714286,1.9883928571428573,1.9107142857142858,1.8330357142857143,1.755357142857143,1.6776785714285716,1.6,15.395357142857142,29.190714285714286,10.752142857142857,22.297857142857143,22.297857142857143,22.297857142857143,22.297857142857143,22.297857142857143,22.297857142857143
1990-01,32.0,0,8.15,6.0,2.05,0.585,0.5045454545454545,2.2,2.0500000000000003,1.9000000000000001,1.75,1.6,1.4500000000000002,1.3,1.15,1.0,14.9,28.8,10.706363636363635,22.002727272727274,22.002727272727274,22.002727272727274,22.002727272727274,22.002727272727274,22.002727272727274
1990-01,657.0,0,147.25,5.0,1.4500000000000002,0.365,0.5966666666666667,1.4,1.268,1.136,1.004,0.872,0.74,0.6080000000000001,0.4760000000000001,0.3440000000000001,0.2120000000000002,0.08,9.696666666666665,9.696666666666665,9.696666666666665,9.696666666666665,9.696666666666665,9.696666666666665,9.696666666666665
1990-02,2.0,0,127.71,6.0,0.9,0.26,0.4436363636363636,1.0,1.4125,1.825,2.2375,2.65,3.0625,3.4749999999999996,3.8874999999999997,4.3,3.704545454545454,3.109090909090909,10.334545454545456,2.1054545454545455,0.84,37.14,14.67,3.7,254.06
1990-02,3.0,0,125.32,6.0,0.9,0.3,0.43636363636363634,1.0,1.5375,2.075,2.6125,3.15,3.6875,4.225,4.762499999999999,5.3,4.6054545454545455,3.910909090909091,10.450000000000001,2.7172727272727273,0.82,36.79,14.65,3.67,248.06
1990-02,4.0,0,119.90000000000002,6.5,0.9,0.24,0.43583333333333335,1.0,1.65,2.3,2.95,3.6,4.25,4.9,5.55,6.2,5.495416666666667,4.7908333333333335,10.520833333333334,3.393333333333333,0.8,36.47,14.91,3.64,238.82
1990-02,5.0,0,115.62999999999998,6.0,0.9,0.38,0.4327272727272727,1.0,1.4,1.8,2.2,2.6,3.0,3.4000000000000004,3.8000000000000003,4.2,5.194090909090908,6.188181818181818,10.539090909090909,4.48,0.79,36.13,15.09,3.61,233.38
1990-02,6.0,0,110.90000000000002,6.5,4.488888888888889,2.477777777777778,0.4666666666666666,1.0,1.4125,1.825,2.2375,2.65,3.0625,3.4749999999999996,3.8874999999999997,4.3,6.43375,8.5675,10.714166666666666,6.305,0.73,35.82,15.78,3.53,205.83
1990-02,7.0,0,104.98,8.0,0.9,0.21,0.514,1.1,1.5375,1.975,2.4124999999999996,2.8499999999999996,3.2874999999999996,3.7249999999999996,4.1625,4.6,7.620666666666667,10.641333333333334,10.882,7.892666666666667,0.71,35.35,16.51,3.51,193.29
1990-02,8.0,0,99.77,7.5,5.164523809523809,2.8290476190476186,0.4935714285714286,1.0571428571428572,1.625,2.192857142857143,2.7607142857142857,3.3285714285714283,3.8964285714285714,4.464285714285714,5.032142857142857,5.6,9.48,13.36,10.682857142857143,10.022857142857143,0.7,34.8,14.83,3.48,180.83
1990-02,9.0,0,96.79,10.5,1.1,0.32,0.4525,1.0,1.275,1.55,1.8250000000000002,2.1,2.375,2.6500000000000004,2.9250000000000003,3.2,8.9315,14.663,10.6795,11.0365,0.69,34.36,15.24,3.48,171.41
1990-02,9.0,1,96.78999999999999,27.0,18.157435897435896,9.314871794871795,0.47230769230769226,1.0307692307692309,2.6170769230769233,4.203384615384616,5.789692307692308,7.376,8.962307692307693,10.548615384615385,12.134923076923078,13.72123076923077,15.307538461538462,16.893846153846155,10.610000000000001,12.773076923076925,12.773076923076925,12.773076923076925,12.773076923076925,12.773076923076925,12.773076923076925
1990-02,10.0,0,93.6,9.0,6.149019607843137,3.2980392156862743,0.44705882352941173,1.0,1.5125,2.025,2.5374999999999996,3.05,3.5625,4.074999999999999,4.5874999999999995,5.1,10.566176470588236,16.03235294117647,10.645294117647058,12.10235294117647,0.68,33.59,14.74,3.51,160.24
1990-02,11.0,0,89.77,6.5,1.2,0.39,0.4683333333333333,1.0166666666666666,1.4645833333333331,1.9124999999999999,2.3604166666666666,2.808333333333333,3.2562499999999996,3.7041666666666666,4.152083333333334,4.6,11.861249999999998,19.1225,10.648333333333333,14.4975,0.64,31.7,12.79,3.46,132.44
1990-02,13.0,0,78.54,5.5,0.6,0.16,0.512,1.06,1.3525,1.645,1.9375,2.23,2.5225,2.815,3.1075,3.4,13.862000000000002,24.324,10.927,18.490000000000002,0.54,27.81,8.84,3.19,93.71
1990-02,15.0,0,69.99,9.0,1.3,0.38,0.48411764705882354,1.035294117647059,1.2683823529411766,1.5014705882352941,1.7345588235294118,1.9676470588235295,2.200735294117647,2.4338235294117645,2.6669117647058824,2.9,14.305882352941179,25.711764705882356,10.937058823529412,19.563529411764705,0.54,27.11,8.19,3.09,88.3
1990-02,18.0,0,54.95,10.5,1.1,0.29,0.485,1.035,1.1681249999999999,1.30125,1.434375,1.5675,1.700625,1.83375,1.966875,2.1,15.979750000000001,29.859500000000004,10.6545,22.8355,0.55,24.13,5.95,2.89,58.77
1990-02,18.0,1,54.95,26.0,17.493939393939392,8.987878787878788,0.4818181818181818,1.009090909090909,3.9676363636363643,6.926181818181819,9.884727272727275,12.84327272727273,15.801818181818184,18.76036363636364,21.718909090909094,24.677454545454548,27.636000000000003,30.594545454545457,10.534545454545453,23.427272727272726,23.427272727272726,23.427272727272726,23.427272727272726,23.427272727272726,23.427272727272726
1990-02,21.0,0,46.63,9.5,2.1,0.57,0.47888888888888886,2.188888888888889,2.140277777777778,2.091666666666667,2.0430555555555556,1.9944444444444445,1.9458333333333335,1.8972222222222224,1.8486111111111112,1.8,16.031666666666666,30.263333333333335,10.822777777777778,23.12,0.54,24.13,6.2,2.98,55.14
1990-02,22.0,0,43.92,9.5,6.482962962962963,3.4659259259259256,0.4488888888888889,2.0722222222222224,2.0006944444444446,1.9291666666666667,1.857638888888889,1.7861111111111112,1.7145833333333333,1.6430555555555557,1.5715277777777779,1.5,15.82111111111111,30.14222222222222,10.81611111111111,23.02722222222222,0.55,23.99,6.16,2.97,52.38
1990-02,23.0,0,39.66,8.0,5.494888888888889,2.9897777777777774,0.48466666666666663,2.2266666666666666,2.160833333333333,2.0949999999999998,2.029166666666667,1.9633333333333334,1.8975,1.8316666666666666,1.7658333333333331,1.7,15.711333333333332,29.722666666666665,10.925999999999998,22.682666666666666,0.66,28.41,8.76,4.28,58.19
1990-02,24.0,0,37.09,6.0,2.7,0.61,0.5536363636363636,2.518181818181818,2.440909090909091,2.3636363636363633,2.286363636363636,2.209090909090909,2.131818181818182,2.0545454545454547,1.977272727272727,1.9,15.587272727272728,29.274545454545454,10.947272727272727,22.331818181818182,0.83,34.11,10.84,5.71,64.81
1990-02,25.0,0,32.84,5.0,3.5677777777777777,2.1355555555555554,0.7033333333333334,3.177777777777778,3.1055555555555556,3.0333333333333337,2.9611111111111112,2.8888888888888893,2.816666666666667,2.7444444444444445,2.6722222222222225,2.6,15.760555555555555,28.921111111111113,10.953333333333333,22.056666666666665,1.27,47.22,14.03,8.96,77.06
1990-02,26.0,0,28.76,5.5,3.894333333333333,2.2886666666666664,0.683,3.0900000000000003,3.0537500000000004,3.0175,2.98125,2.9450000000000003,2.90875,2.8725,2.8362499999999997,2.8,15.867999999999999,28.936,10.889999999999999,22.076999999999998,1.38,46.57,12.56,8.62,75.49
1990-02,27.0,0,26.19,6.5,3.4,0.53,0.7275,3.3000000000000003,3.1875,3.075,2.9625000000000004,2.85,2.7375,2.625,2.5125,2.4,15.675416666666669,28.950833333333335,11.154166666666667,22.043333333333333,1.3,44.64,11.4,8.24,73.92
1990-02,28.0,0,23.570000000000004,6.5,3.2,0.38,0.8316666666666667,3.725,6.218249999999999,8.7115,11.204749999999999,13.697999999999999,16.19125,18.6845,21.17775,23.671,26.16425,28.6575,11.261666666666665,21.798333333333332,1.39,50.15,11.05,9.27,77.04
1990-02,29.0,0,20.25,8.0,3.1,0.48,0.8606666666666667,3.8666666666666667,6.336333333333333,8.806,11.275666666666666,13.745333333333333,16.215,18.684666666666665,21.154333333333334,23.624,26.093666666666664,28.563333333333333,11.362666666666666,21.708000000000002,1.43,53.26,11.29,9.92,78.68
1990-02,30.0,0,14.75,8.5,3.3,0.56,0.933125,4.175,6.566625,8.95825,11.349875,13.741499999999998,16.133125,18.52475,20.916375,23.308,25.699625,28.09125,11.479375,21.32125,1.45,65.68,8.75,11.88,83.52
1990-02,649.0,0,132.94,6.0,1.0,0.3,0.44090909090909086,1.0,1.4,1.8,2.2,2.6,3.0,3.4000000000000004,3.8000000000000003,4.2,3.084090909090909,1.968181818181818,10.283636363636363,1.22,0.86,37.46,14.12,3.5,263.18
1990-02,653.0,0,141.42,5.5,3.8339999999999996,2.1679999999999997,0.502,1.1,1.5375,1.975,2.4124999999999996,2.8499999999999996,3.2874999999999996,3.7249999999999996,4.1625,4.6,2.469,0.33799999999999997,9.08,0.044,0.7,36.22,16.86,3.92,273.29
1990-02,657.0,0,147.25,6.0,1.7,0.57,0.46545454545454545,1.0,1.225,1.45,1.6749999999999998,1.9,2.125,2.3499999999999996,2.5749999999999997,2.8,1.4886363636363635,0.17727272727272728,9.555454545454545,5.077727272727272,0.6,31.96,17.34,3.83,279.71
1990-03,21.0,0,46.63,8.84,3.633333333333333,0.52,0.6278,3.55,3.3229166666666665,3.095833333333333,2.86875,2.6416666666666666,2.4145833333333333,2.1875,1.9604166666666667,1.7333333333333334,15.659066666666668,29.5848,12.5162,22.286199999999997,22.286199999999997,22.286199999999997,22.286199999999997,22.286199999999997,22.286199999999997
1990-03,22.0,0,43.92,9.26923076923077,6.370448717948719,3.4716666666666667,0.5728846153846153,3.026923076923077,2.8360576923076923,2.645192307692308,2.454326923076923,2.2634615384615384,2.072596153846154,1.8817307692307692,1.6908653846153845,1.5,15.529326923076923,29.558653846153845,12.366153846153846,22.295384615384613,22.295384615384613,22.295384615384613,22.295384615384613,22.295384615384613,22.295384615384613
1990-03,23.0,0,39.66,7.523809523809524,5.21015873015873,2.8965079365079367,0.5828571428571429,3.0976190476190473,2.9729166666666664,2.8482142857142856,2.7235119047619047,2.598809523809524,2.474107142857143,2.3494047619047618,2.224702380952381,2.1,15.668809523809523,29.23761904761905,12.752380952380953,21.97547619047619,21.97547619047619,21.97547619047619,21.97547619047619,21.97547619047619,21.97547619047619
1990-03,24.0,0,37.089999999999996,5.178571428571429,2.9166666666666665,0.4566666666666666,0.5614285714285715,2.9107142857142856,2.7510416666666666,2.5913690476190476,2.4316964285714286,2.2720238095238097,2.1123511904761907,1.9526785714285715,1.7930059523809525,1.6333333333333335,15.376130952380953,29.118928571428572,12.860357142857142,21.865000000000002,21.865000000000002,21.865000000000002,21.865000000000002,21.865000000000002,21.865000000000002
1990-03,25.0,0,32.84,4.181818181818182,3.0045454545454544,1.8272727272727272,0.65,3.590909090909091,3.437878787878788,3.2848484848484847,3.131818181818182,2.9787878787878785,2.8257575757575757,2.672727272727273,2.5196969696969695,2.3666666666666667,15.58219696969697,28.797727272727272,13.07090909090909,21.57318181818182,21.57318181818182,21.57318181818182,21.57318181818182,21.57318181818182,21.57318181818182
1990-03,26.0,0,28.76,5.178571428571429,3.722619047619048,2.266666666666667,0.8107142857142857,5.0249999999999995,4.605208333333333,4.185416666666667,3.765625,3.345833333333333,2.9260416666666664,2.50625,2.0864583333333337,1.6666666666666667,15.133690476190475,28.600714285714286,13.2825,21.37964285714286,21.37964285714286,21.37964285714286,21.37964285714286,21.37964285714286,21.37964285714286
1990-03,27.0,0,26.19,6.176470588235294,6.683333333333334,0.5,0.9473529411764706,6.341176470588235,5.744362745098039,5.147549019607843,4.550735294117647,3.9539215686274507,3.3571078431372547,2.7602941176470583,2.1634803921568624,1.5666666666666667,14.977745098039216,28.388823529411766,13.388235294117647,21.19529411764706,21.19529411764706,21.19529411764706,21.19529411764706,21.19529411764706,21.19529411764706
1990-03,28.0,0,23.57,7.674418604651163,5.403023255813954,3.1316279069767443,0.8602325581395349,5.358139534883721,4.967538759689923,4.576937984496124,4.186337209302326,3.7957364341085267,3.4051356589147286,3.01453488372093,2.6239341085271315,2.233333333333333,15.241317829457364,28.249302325581397,13.357209302325582,21.093023255813954,21.093023255813954,21.093023255813954,21.093023255813954,21.093023255813954,21.093023255813954
1990-03,29.0,0,20.25,7.175,5.102166666666667,3.0293333333333337,0.9564999999999999,6.16,5.744166666666667,5.328333333333333,4.9125,4.496666666666667,4.0808333333333335,3.665,3.249166666666667,2.8333333333333335,15.499416666666667,28.165499999999998,13.3315,21.03375,21.03375,21.03375,21.03375,21.03375,21.03375
1990-03,30.0,0,14.75,7.5,6.433333333333334,0.5166666666666667,0.9973809523809524,6.492857142857143,6.04375,5.5946428571428575,5.145535714285714,4.696428571428571,4.2473214285714285,3.7982142857142858,3.3491071428571426,2.9,15.337261904761906,27.77452380952381,13.561666666666667,20.68357142857143,20.68357142857143,20.68357142857143,20.68357142857143,20.68357142857143,20.68357142857143
1990-03,31.0,0,10.61,7.0,10.0,0.78,1.112051282051282,7.6,6.941666666666666,6.283333333333333,5.625,4.966666666666667,4.308333333333334,3.6500000000000004,2.991666666666667,2.3333333333333335,14.752692307692309,27.17205128205128,13.936666666666666,20.144358974358973,20.144358974358973,20.144358974358973,20.144358974358973,20.144358974358973,20.144358974358973
1990-03,32.0,0,8.15,4.68,8.166666666666666,0.5483333333333333,1.2031999999999998,8.3,7.754166666666667,7.208333333333334,6.6625000000000005,6.116666666666667,5.570833333333334,5.025,4.479166666666667,3.9333333333333336,15.345066666666666,26.7568,13.876800000000001,19.836,19.836,19.836,19.836,19.836,19.836
1990-04,2.0,0,127.71,6.0,1.9000000000000001,0.40499999999999997,0.5681818181818182,2.5454545454545454,2.6147727272727272,2.684090909090909,2.753409090909091,2.8227272727272728,2.8920454545454546,2.9613636363636364,3.0306818181818183,3.1,2.545909090909091,1.991818181818182,17.695454545454545,0.39999999999999997,0.85,29.73,7.75,3.08,240.04
1990-04,3.0,0,125.32,7.0,1.9,0.41,0.5415384615384616,2.276923076923077,2.354807692307692,2.4326923076923075,2.510576923076923,2.588461538461538,2.666346153846154,2.7442307692307693,2.8221153846153846,2.9,2.582307692307692,2.264615384615385,17.685384615384613,0.3915384615384615,0.89,31.46,7.38,3.22,238.8
1990-04,4.0,0,119.90000000000002,5.0,0.8,0.42,0.5166666666666667,1.9666666666666666,2.220833333333333,2.4749999999999996,2.7291666666666665,2.9833333333333334,3.2375,3.4916666666666663,3.745833333333333,4.0,3.891111111111111,3.782222222222222,17.621111111111112,1.5611111111111111,1.0,36.35,7.45,3.61,231.93
1990-04,5.0,0,115.62999999999998,6.0,0.6,0.18,0.47363636363636363,1.5090909090909093,1.7954545454545456,2.081818181818182,2.368181818181818,2.6545454545454543,2.940909090909091,3.227272727272727,3.5136363636363637,3.8,4.206363636363637,4.612727272727273,17.572727272727274,2.2045454545454546,1.06,38.78,8.28,3.89,225.35
1990-04,6.0,0,110.9,5.0,3.4800000000000004,1.9600000000000004,0.44,1.1555555555555557,1.448611111111111,1.7416666666666667,2.0347222222222223,2.3277777777777775,2.6208333333333336,2.9138888888888888,3.206944444444444,3.5,5.468333333333334,7.436666666666667,17.604444444444443,4.347777777777777,1.08,41.06,9.07,4.11,212.79
1990-04,7.0,0,104.98,6.0,0.4,0.17,0.4272727272727273,1.0,1.3,1.6,1.9,2.2,2.5,2.8,3.1,3.4,6.988636363636363,10.577272727272726,17.23818181818182,6.811818181818182,1.08,43.08,10.92,4.41,190.6
1990-04,8.0,0,99.77,6.0,4.155757575757575,2.311515151515151,0.46727272727272723,1.4181818181818182,1.9034090909090908,2.3886363636363637,2.8738636363636365,3.3590909090909093,3.844318181818182,4.329545454545454,4.814772727272727,5.3,9.161363636363637,13.022727272727273,16.85909090909091,8.75,1.07,43.39,10.47,4.31,182.06
1990-04,9.0,0,96.79,10.5,0.8,0.27,0.43099999999999994,1.075,1.3781249999999998,1.68125,1.984375,2.2874999999999996,2.590625,2.89375,3.1968749999999995,3.5,8.847,14.193999999999999,16.7875,9.656,1.09,42.23,12.07,4.47,166.07
1990-04,9.0,1,96.79,23.0,15.466666666666665,7.933333333333332,0.4,0.7,2.2724,3.8448,5.4172,6.9896,8.562,10.1344,11.7068,13.2792,14.8516,16.424,16.674,11.382,11.382,11.382,11.382,11.382,11.382
1990-04,10.0,0,93.6,10.0,6.808245614035087,3.616491228070175,0.4247368421052632,0.9789473684210527,1.369078947368421,1.7592105263157896,2.1493421052631576,2.539473684210526,2.9296052631578946,3.3197368421052627,3.709868421052631,4.1,10.686842105263157,17.273684210526316,16.633684210526315,12.036842105263156,1.04,40.93,11.9,4.43,147.46
1990-04,11.0,0,89.77,7.0,0.8,0.29,0.4107692307692308,0.8230769230769232,1.1076923076923078,1.3923076923076922,1.676923076923077,1.9615384615384617,2.246153846153846,2.5307692307692307,2.8153846153846156,3.1,12.01576923076923,20.931538461538462,16.494615384615386,14.85923076923077,1.02,37.44,12.08,4.27,125.85
1990-04,13.0,0,78.54,6.5,0.75,0.33999999999999997,0.35666666666666663,0.225,0.396875,0.56875,0.740625,0.9125,1.084375,1.25625,1.428125,1.6,13.546666666666667,25.493333333333336,15.808333333333332,18.4925,0.86,30.34,9.92,3.68,96.34
1990-04,15.0,0,69.99,10.5,5.9,0.73,0.499,1.7850000000000001,1.699375,1.61375,1.5281250000000002,1.4425000000000001,1.356875,1.2712500000000002,1.1856250000000002,1.1,14.43025,27.7605,15.366499999999998,20.323,0.73,25.58,5.79,3.22,77.97
1990-04,15.0,1,69.99,22.0,1.3,0.23,0.4066666666666667,0.7666666666666666,3.653,6.539333333333333,9.425666666666668,12.312000000000001,15.198333333333334,18.084666666666667,20.971,23.857333333333333,26.743666666666666,29.63,14.893333333333333,21.86,21.86,21.86,21.86,21.86,21.86
1990-04,18.0,0,54.95,10.5,7.1545000000000005,3.809,0.46349999999999997,1.3900000000000001,1.3162500000000001,1.2425000000000002,1.1687500000000002,1.0950000000000002,1.0212500000000002,0.9475,0.87375,0.8,15.421750000000001,30.0435,14.9355,22.169,0.56,20.63,6.91,3.05,48.07
1990-04,18.0,1,54.95,28.5,19.1425,9.785,0.4275,0.99375,3.986125,6.9785,9.970875000000001,12.96325,15.955625,18.948,21.940375,24.93275,27.925124999999998,30.9175,14.47875,22.9375,22.9375,22.9375,22.9375,22.9375,22.9375
1990-04,21.0,0,46.63000000000001,9.339622641509434,3.8833333333333333,0.6133333333333333,0.5607547169811321,3.439622641509434,3.1471698113207545,2.8547169811320754,2.5622641509433963,2.269811320754717,1.9773584905660375,1.6849056603773582,1.3924528301886792,1.0999999999999999,15.816886792452829,30.53377358490566,14.456037735849057,22.640188679245284,0.59,21.69,6.57,3.7,35.95
1990-04,22.0,0,43.92,9.211538461538462,6.309358974358975,3.407179487179488,0.505,2.726923076923077,2.481891025641026,2.2368589743589746,1.991826923076923,1.7467948717948718,1.5017628205128206,1.2567307692307692,1.0116987179487178,0.7666666666666666,15.734487179487179,30.70230769230769,14.188846153846155,22.826346153846153,0.53,20.26,9.46,3.44,36.51
1990-04,23.0,0,39.66,8.173913043478262,5.6,0.665,0.6265217391304347,4.3130434782608695,3.873913043478261,3.4347826086956523,2.9956521739130433,2.5565217391304347,2.117391304347826,1.678260869565217,1.2391304347826084,0.7999999999999999,15.542282608695652,30.284565217391304,14.609347826086957,22.41891304347826,0.71,25.29,3.73,4.54,31.79
1990-04,24.0,0,37.09,5.84375,4.75,0.6425,0.694375,5.275,4.715625,4.15625,3.5968750000000003,3.0375,2.478125,1.9187500000000002,1.359375,0.7999999999999999,15.41390625,30.0278125,14.87375,22.1665625,0.71,24.2,2.83,4.59,27.05
1990-04,25.0,0,32.84,4.68,15.9,0.81,1.1672,11.708,10.373666666666667,9.039333333333333,7.705,6.370666666666667,5.036333333333333,3.702,2.3676666666666666,1.0333333333333334,15.390866666666666,29.7484,15.170399999999999,21.888,0.6,17.51,1.01,4.11,14.3
1990-04,26.0,0,28.76,5.67741935483871,3.2,0.78,1.5835483870967741,17.37741935483871,15.326075268817206,13.2747311827957,11.223387096774193,9.172043010752688,7.120698924731183,5.0693548387096765,3.01801075268817,0.9666666666666668,15.159301075268816,29.351935483870967,15.717096774193548,21.468387096774194,0.52,12.57,2.08,4.15,7.71
